Procuraduría Agraria 	 procuraduria-agraria 	 Ubicación geográfica de las Delegaciones y Residencias 	 http://www.pa.gob.mx/datosabiertos/Direcciones-Delegaciones-y-residencias-PA.csv 	 200 	 0 	 Wed Jan 13 11:53:15 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica H11B64 (Lázaro Cárdenas) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825277390_s.zip 	 403 	 0 	 Wed Jan 13 13:32:23 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D65 (Mexicali) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825267483_s.zip 	 403 	 0 	 Wed Jan 13 13:32:23 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D73 (Neji) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825267506_s.zip 	 403 	 0 	 Wed Jan 13 13:32:23 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D81 (Primo Tapia) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825271527_s.zip 	 403 	 0 	 Wed Jan 13 13:32:23 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica E13B57 (Punta Estrella) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004744_s.zip 	 403 	 0 	 Wed Jan 13 13:32:23 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica H11B13 (Real de Castillo Nuevo) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004334_s.zip 	 403 	 1 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica H11B22 (Rodolfo Sánchez Taboada) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825277383_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11C79 (Rosarito) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825268114_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D71 (San Luis) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825271497_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D77 (San Luis Río Colorado) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825271510_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica E13B57 (San Rafael) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004741_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica E13B57 (San Vicente) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004739_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica E13B57 (Santa Cruz) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004742_s.zip 	 403 	 0 	 Wed Jan 13 13:32:24 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D62 (Tecate) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825267476_s.zip 	 403 	 1 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11C69 (Tijuana) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825266967_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D72 (Valle las Palmas) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825267490_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica I11D61 (Valle Redondo) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825272128_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D19 (Aguascalientes ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270391_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D17 (Calvillo ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270377_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D18 (Jesús María ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270384_s.zip 	 403 	 0 	 Wed Jan 13 13:32:25 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F14C11 (Palo Alto ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004364_s.zip 	 403 	 2 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B88 (Presa Presidente Calles) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004200_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B89 (Rincón de Romos) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825004201_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D29 (Encarnación de Díaz ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825278342_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D28 (Villa Hidalgo ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270438_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B78 (Ciudad Cuauhtémoc ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825277178_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13D27 (Jalpa ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270421_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B79 (Luis Moya ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270285_s.zip 	 403 	 0 	 Wed Jan 13 13:32:27 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B87 (Presa el Chique ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825277666_s.zip 	 403 	 1 	 Wed Jan 13 13:32:28 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F14A81 (Villa García ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825270711_s.zip 	 403 	 0 	 Wed Jan 13 13:32:28 CST 2016
INEGI 	 inegi 	 Conjunto de datos vectoriales de información topográfica F13B77 (Villanueva ) escala 1:50 000 serie III 	 http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_50_000/702825277161_s.zip 	 403 	 0 	 Wed Jan 13 13:32:28 CST 2016
INEGI 	 inegi 	 Aguascalientes (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f01_Aguascalientes%2fdenue_01_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:29 CST 2016
INEGI 	 inegi 	 Aguascalientes (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f01_Aguascalientes%2fdenue_01_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:29 CST 2016
INEGI 	 inegi 	 Baja California (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f02_Baja_California%2fdenue_02_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:30 CST 2016
INEGI 	 inegi 	 Baja California (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f02_Baja_California%2fdenue_02_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:30 CST 2016
INEGI 	 inegi 	 Baja California Sur (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f03_Baja_California_Sur%2fdenue_03_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:31 CST 2016
INEGI 	 inegi 	 Baja California Sur (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f03_Baja_California_Sur%2fdenue_03_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:31 CST 2016
INEGI 	 inegi 	 Campeche (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f04_Campeche%2fdenue_04_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:32 CST 2016
INEGI 	 inegi 	 Campeche (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f04_Campeche%2fdenue_04_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:32 CST 2016
INEGI 	 inegi 	 Coahuila de Zaragoza (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f05_Coahuila_de_Zaragoza%2fdenue_05_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:33 CST 2016
INEGI 	 inegi 	 Coahuila de Zaragoza (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f05_Coahuila_de_Zaragoza%2fdenue_05_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:33 CST 2016
INEGI 	 inegi 	 Colima (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f06_Colima%2fdenue_06_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:34 CST 2016
INEGI 	 inegi 	 Colima (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f06_Colima%2fdenue_06_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:35 CST 2016
INEGI 	 inegi 	 Chiapas (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f07_Chiapas%2fdenue_07_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:36 CST 2016
INEGI 	 inegi 	 Chiapas (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f07_Chiapas%2fdenue_07_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:36 CST 2016
INEGI 	 inegi 	 Chihuahua (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f08_Chihuahua%2fdenue_08_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:37 CST 2016
INEGI 	 inegi 	 Chihuahua (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f08_Chihuahua%2fdenue_08_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:37 CST 2016
INEGI 	 inegi 	 Distrito Federal (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f09_Distrito_Federal%2fdenue_09_25022015_shp.zip 	 200 	 2 	 Wed Jan 13 13:32:39 CST 2016
INEGI 	 inegi 	 Distrito Federal (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f09_Distrito_Federal%2fdenue_09_25022015_csv.zip 	 200 	 2 	 Wed Jan 13 13:32:41 CST 2016
INEGI 	 inegi 	 Durango (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f10_Durango%2fdenue_10_25022015_shp.zip 	 200 	 0 	 Wed Jan 13 13:32:41 CST 2016
INEGI 	 inegi 	 Durango (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f10_Durango%2fdenue_10_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:42 CST 2016
INEGI 	 inegi 	 Guanajuato (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f11_Guanajuato%2fdenue_11_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:43 CST 2016
INEGI 	 inegi 	 Guanajuato (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f11_Guanajuato%2fdenue_11_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:44 CST 2016
INEGI 	 inegi 	 Guerrero (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f12_Guerrero%2fdenue_12_25022015_shp.zip 	 200 	 0 	 Wed Jan 13 13:32:44 CST 2016
INEGI 	 inegi 	 Guerrero (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f12_Guerrero%2fdenue_12_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:45 CST 2016
INEGI 	 inegi 	 Hidalgo (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f13_Hidalgo%2fdenue_13_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:46 CST 2016
INEGI 	 inegi 	 Hidalgo (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f13_Hidalgo%2fdenue_13_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:46 CST 2016
INEGI 	 inegi 	 Jalisco (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f14_Jalisco%2fdenue_14_25022015_shp.zip 	 200 	 2 	 Wed Jan 13 13:32:48 CST 2016
INEGI 	 inegi 	 Jalisco (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f14_Jalisco%2fdenue_14_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:49 CST 2016
INEGI 	 inegi 	 México (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f15_M%c3%a9xico%2fdenue_15_25022015_shp.zip 	 200 	 2 	 Wed Jan 13 13:32:51 CST 2016
INEGI 	 inegi 	 México (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f15_M%c3%a9xico%2fdenue_15_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:52 CST 2016
INEGI 	 inegi 	 Michoacán de Ocampo (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f16_Michoac%c3%a1n_de_Ocampo%2fdenue_16_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:53 CST 2016
INEGI 	 inegi 	 Michoacán de Ocampo (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f16_Michoac%c3%a1n_de_Ocampo%2fdenue_16_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:54 CST 2016
INEGI 	 inegi 	 Morelos (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f17_Morelos%2fdenue_17_25022015_shp.zip 	 200 	 0 	 Wed Jan 13 13:32:54 CST 2016
INEGI 	 inegi 	 Morelos (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f17_Morelos%2fdenue_17_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:54 CST 2016
INEGI 	 inegi 	 Nayarit (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f18_Nayarit%2fdenue_18_04062015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:55 CST 2016
INEGI 	 inegi 	 Nayarit (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f18_Nayarit%2fdenue_18_04062015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:55 CST 2016
INEGI 	 inegi 	 Nuevo León (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f19_Nuevo_Le%c3%b3n%2fdenue_19_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:56 CST 2016
INEGI 	 inegi 	 Nuevo León (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f19_Nuevo_Le%c3%b3n%2fdenue_19_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:56 CST 2016
INEGI 	 inegi 	 Oaxaca (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f20_Oaxaca%2fdenue_20_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:57 CST 2016
INEGI 	 inegi 	 Oaxaca (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f20_Oaxaca%2fdenue_20_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:32:58 CST 2016
INEGI 	 inegi 	 Puebla (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f21_Puebla%2fdenue_21_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:32:59 CST 2016
INEGI 	 inegi 	 Puebla (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f21_Puebla%2fdenue_21_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:32:59 CST 2016
INEGI 	 inegi 	 Querétaro (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f22_Quer%c3%a9taro%2fdenue_22_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:00 CST 2016
INEGI 	 inegi 	 Querétaro (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f22_Quer%c3%a9taro%2fdenue_22_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:33:01 CST 2016
INEGI 	 inegi 	 Quintana Roo (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f23_Quintana_Roo%2fdenue_23_25022015_shp.zip 	 200 	 0 	 Wed Jan 13 13:33:01 CST 2016
INEGI 	 inegi 	 Quintana Roo (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f23_Quintana_Roo%2fdenue_23_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:33:01 CST 2016
INEGI 	 inegi 	 San Luis Potosí (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f24_San_Luis_Potos%c3%ad%2fdenue_24_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:02 CST 2016
INEGI 	 inegi 	 San Luis Potosí (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f24_San_Luis_Potos%c3%ad%2fdenue_24_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:33:03 CST 2016
INEGI 	 inegi 	 Sinaloa (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f25_Sinaloa%2fdenue_25_25022015_shp.zip 	 200 	 0 	 Wed Jan 13 13:33:03 CST 2016
INEGI 	 inegi 	 Sinaloa (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f25_Sinaloa%2fdenue_25_25022015_csv.zip 	 200 	 1 	 Wed Jan 13 13:33:04 CST 2016
INEGI 	 inegi 	 Sonora (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f26_Sonora%2fdenue_26_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:05 CST 2016
INEGI 	 inegi 	 Sonora (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f26_Sonora%2fdenue_26_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:33:05 CST 2016
INEGI 	 inegi 	 Tabasco (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f27_Tabasco%2fdenue_27_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:06 CST 2016
INEGI 	 inegi 	 Tabasco (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f27_Tabasco%2fdenue_27_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:33:06 CST 2016
INEGI 	 inegi 	 Tamaulipas (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f28_Tamaulipas%2fdenue_28_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:07 CST 2016
INEGI 	 inegi 	 Tamaulipas (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f28_Tamaulipas%2fdenue_28_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:33:07 CST 2016
INEGI 	 inegi 	 Tlaxcala (Datos vectoriales) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f29_Tlaxcala%2fdenue_29_25022015_shp.zip 	 200 	 1 	 Wed Jan 13 13:33:08 CST 2016
INEGI 	 inegi 	 Tlaxcala (Directorio) 	 http://www3.inegi.org.mx/sistemas/descarga/descargaarchivo.aspx?file=DENUE%2fEntidad_federativa%2f29_Tlaxcala%2fdenue_29_25022015_csv.zip 	 200 	 0 	 Wed Jan 13 13:33:08 CST 2016
